"NonSerializableClassA"
"","NA1"
"TIME (MS)","36.8392"
"BYTE ARRAY MEMORY (BYTES)","652"
"NonSerializableClassB"
"","NB1"
"TIME (MS)","3.0028"
"BYTE ARRAY MEMORY (BYTES)","700"
"NonSerializableClassC"
"","NC1"
"TIME (MS)","1.8812"
"BYTE ARRAY MEMORY (BYTES)","581"
"NonSerializableClassD"
"","ND1"
"TIME (MS)","1.9332"
"BYTE ARRAY MEMORY (BYTES)","728"
"NonSerializableClassE"
"","NE1"
"TIME (MS)","3.5828"
"BYTE ARRAY MEMORY (BYTES)","856"
