"NonSerializableClassA"
"","NA1"
"TIME (MS)","1.5146"
"BYTE ARRAY MEMORY (BYTES)","652"
"NonSerializableClassB"
"","NB1"
"TIME (MS)","0.2925"
"BYTE ARRAY MEMORY (BYTES)","742"
"NonSerializableClassC"
"","NC1"
"TIME (MS)","0.2123"
"BYTE ARRAY MEMORY (BYTES)","699"
"NonSerializableClassD"
"","ND1"
"TIME (MS)","0.2295"
"BYTE ARRAY MEMORY (BYTES)","830"
"NonSerializableClassE"
"","NE1"
"TIME (MS)","0.249"
"BYTE ARRAY MEMORY (BYTES)","856"
