"NonSerializableClassA"
"","NA0"
"TIME (MS)","8.8458"
"BYTE ARRAY MEMORY (BYTES)","0"
"NonSerializableClassB"
"","NB0"
"TIME (MS)","1.0582"
"BYTE ARRAY MEMORY (BYTES)","0"
"NonSerializableClassC"
"","NC0"
"TIME (MS)","0.8301"
"BYTE ARRAY MEMORY (BYTES)","0"
"NonSerializableClassD"
"","ND0"
"TIME (MS)","0.6322"
"BYTE ARRAY MEMORY (BYTES)","0"
"NonSerializableClassE"
"","NE0"
"TIME (MS)","1.0848"
"BYTE ARRAY MEMORY (BYTES)","0"
