"NonSerializableClassA"
"","NA1"
"TIME (MS)","21.7238"
"BYTE ARRAY MEMORY (BYTES)","652"
"NonSerializableClassB"
"","NB1"
"TIME (MS)","1.1566"
"BYTE ARRAY MEMORY (BYTES)","822"
"NonSerializableClassC"
"","NC1"
"TIME (MS)","1.0915"
"BYTE ARRAY MEMORY (BYTES)","699"
"NonSerializableClassD"
"","ND1"
"TIME (MS)","1.5667"
"BYTE ARRAY MEMORY (BYTES)","830"
"NonSerializableClassE"
"","NE1"
"TIME (MS)","1.3309"
"BYTE ARRAY MEMORY (BYTES)","856"
