"NonSerializableClassA"
"","NA1"
"TIME (MS)","1.1263"
"BYTE ARRAY MEMORY (BYTES)","652"
"NonSerializableClassB"
"","NB1"
"TIME (MS)","1.2957"
"BYTE ARRAY MEMORY (BYTES)","822"
"NonSerializableClassC"
"","NC1"
"TIME (MS)","0.8761"
"BYTE ARRAY MEMORY (BYTES)","699"
"NonSerializableClassD"
"","ND1"
"TIME (MS)","1.2924"
"BYTE ARRAY MEMORY (BYTES)","830"
"NonSerializableClassE"
"","NE1"
"TIME (MS)","1.2328"
"BYTE ARRAY MEMORY (BYTES)","856"
