"NonSerializableClassA"
"","NA0"
"TIME (MS)","46.8279"
"BYTE ARRAY MEMORY (BYTES)","135"
"NonSerializableClassB"
"","NB0"
"TIME (MS)","7.1734"
"BYTE ARRAY MEMORY (BYTES)","126"
"NonSerializableClassC"
"","NC0"
"TIME (MS)","4.9312"
"BYTE ARRAY MEMORY (BYTES)","60"
"NonSerializableClassD"
"","ND0"
"TIME (MS)","2.2657"
"BYTE ARRAY MEMORY (BYTES)","77"
"NonSerializableClassE"
"","NE0"
"TIME (MS)","6.8886"
"BYTE ARRAY MEMORY (BYTES)","162"
