"NonSerializableClassA"
"","NA0"
"TIME (MS)","0.1084"
"BYTE ARRAY MEMORY (BYTES)","0"
"NonSerializableClassB"
"","NB0"
"TIME (MS)","0.1016"
"BYTE ARRAY MEMORY (BYTES)","0"
"NonSerializableClassC"
"","NC0"
"TIME (MS)","0.047"
"BYTE ARRAY MEMORY (BYTES)","0"
"NonSerializableClassD"
"","ND0"
"TIME (MS)","0.0399"
"BYTE ARRAY MEMORY (BYTES)","0"
"NonSerializableClassE"
"","NE0"
"TIME (MS)","0.0757"
"BYTE ARRAY MEMORY (BYTES)","0"
